0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
"(1143.5517303623233, 62.952563090037636, 0)","(435.14606645421514, 243.4545792447503, 0)","(967.3015937946741, 602.111237960121, 0)","(473.625938324104, 1486.1129412605424, 0)","(255.97263717477077, 32.96871149915214, 0)","(1093.8095246543742, 867.5219514721507, 0)","(618.0156595060965, 985.8814387734474, 0)","(163.03406886373045, 411.7937487924167, 0)","(778.2238453347529, 344.9987695993892, 0)","(1347.4554377547208, 115.87443685260162, 0)","(1198.1601277029608, 347.5708836293993, 0)","(1129.5605515827522, 450.9848257913942, 0)","(476.67589860414523, 1146.9643603985855, 0)","(249.8806294084002, 431.9310274476104, 0)","(478.74414853850334, 199.69059852101876, 0)","(726.7458275665961, 1322.8046203111592, 0)","(1368.1768291319459, 1282.3694485681808, 0)","(801.1033934607519, 265.5920616245093, 0)","(1376.4308293323938, 1385.105187175663, 0)","(929.7088624148313, 1462.1169419107027, 0)"
"(1147.5060721637833, 67.9906275991542, 0)","(435.7794870280959, 233.9494762752631, 0)","(970.3500156093941, 603.0051907109132, 0)","(483.95794167049513, 1499.9080397713697, 0)","(242.9954409885063, 10.616631973652275, 0)","(1103.6103486835432, 885.5907145646781, 0)","(623.8207352059136, 990.9710492869781, 0)","(148.7193043647074, 403.96047200378104, 0)","(775.5612956561451, 341.98109824087766, 0)","(1337.7435165995407, 104.5608366670097, 0)","(1200.725013380698, 332.46127625448037, 0)","(1125.1824393401168, 461.8416739149458, 0)","(488.27494277262434, 1153.0795693717566, 0)","(247.95824273254215, 432.92299122309623, 0)","(456.82703059389416, 192.90745997312948, 0)","(730.4313544661801, 1309.768510408592, 0)","(1372.4788298781157, 1298.5508091801328, 0)","(814.4474653804407, 257.78978553977146, 0)","(1358.2864474965495, 1378.0356022599906, 0)","(936.4725280943713, 1458.3106299311798, 0)"
"(1147.7318517203394, 63.951710656717154, 0)","(428.3778707713247, 225.3892657332209, 0)","(984.7476193132937, 611.4997675330902, 0)","(490.30805757354483, 1499.3090930265234, 0)","(251.3568902615637, 16.901944620312705, 0)","(1092.2881197303525, 884.2336292770447, 0)","(605.8024549636292, 990.7587384651481, 0)","(132.7839175174775, 380.67898653993444, 0)","(775.566357302424, 341.9629734558687, 0)","(1349.7967495943103, 103.56867654275578, 0)","(1200.0059325582408, 307.1518148415739, 0)","(1106.7042578117098, 452.8926853260616, 0)","(492.7073571611947, 1148.9217410440901, 0)","(250.73187194576718, 430.7218605313088, 0)","(458.68860034258023, 204.41576856663505, 0)","(737.4500420809101, 1315.0555801021903, 0)","(1375.9645232010612, 1301.548199264889, 0)","(794.248573182841, 271.69434828555944, 0)","(1336.279888233936, 1398.0681919848791, 0)","(916.4161434052884, 1456.9322024250428, 0)"
"(1129.7608837466562, 48.968677304894044, 0)","(447.80121098535085, 225.03998638861202, 0)","(984.598988126351, 614.5625528109373, 0)","(490.64368464275924, 1487.1548603804576, 0)","(251.93258457850993, 16.652363705277097, 0)","(1080.1247810355705, 899.0751483749013, 0)","(608.3053808224818, 988.5902920892224, 0)","(135.8445131054037, 374.06698785652407, 0)","(771.5257288121489, 316.1771992232042, 0)","(1332.2156917811783, 93.32293724102655, 0)","(1191.5776342351382, 333.8977442994038, 0)","(1092.7334367604478, 444.07961519805343, 0)","(501.09278341991507, 1173.8354973205207, 0)","(268.62737242509985, 453.20987793923103, 0)","(483.5446143357635, 193.45842402151277, 0)","(744.3215390091582, 1286.6400489980365, 0)","(1355.695600085956, 1298.1714817719906, 0)","(803.0302788554585, 262.2766864968354, 0)","(1336.5927202140633, 1400.4730652287883, 0)","(916.2963238815071, 1449.4206952328632, 0)"
"(1120.503905425467, 48.03610329060763, 0)","(451.14024298336267, 209.71950714087163, 0)","(1006.6480735919672, 604.8537930997784, 0)","(475.98267946450324, 1468.5882776255835, 0)","(251.91196832690628, 14.846070839430343, 0)","(1083.6101799144237, 873.3588247145595, 0)","(626.5472308079885, 999.3216472728601, 0)","(136.67395970850615, 372.11377263599167, 0)","(769.9594840406021, 318.0700683217912, 0)","(1331.7750729435193, 121.99451666698731, 0)","(1193.6048456972742, 328.25873032699604, 0)","(1089.1239818582997, 440.51837971418183, 0)","(509.59079322853904, 1159.1923744228873, 0)","(283.28597089078295, 470.94583984155213, 0)","(504.12736072028554, 185.59699878747278, 0)","(753.8587620874397, 1284.3730342544243, 0)","(1352.5778713414275, 1291.9761287939896, 0)","(783.6470758720158, 273.4260710367157, 0)","(1359.7758110147474, 1416.655953387383, 0)","(915.8610433838523, 1432.6924001113027, 0)"
"(1118.4245458918974, 71.43902271735601, 0)","(451.4949102617134, 209.54534495356586, 0)","(1002.3516311314626, 588.8066400655257, 0)","(480.4376269416353, 1465.2214105982366, 0)","(253.03488816957315, 13.285148039497436, 0)","(1079.6514276071355, 870.6023815360066, 0)","(629.9847431478581, 1006.2728915972193, 0)","(160.73773947170014, 389.226545619804, 0)","(768.9028279715143, 324.1129027605169, 0)","(1334.535116496623, 127.15112167455656, 0)","(1180.8321509034413, 312.26876421540516, 0)","(1103.7996616126206, 438.82455951787006, 0)","(507.73486843320666, 1156.3563085228882, 0)","(295.13960894858843, 476.6984812990638, 0)","(513.883900747534, 195.1290425915861, 0)","(760.0362034643958, 1277.3380013609194, 0)","(1338.850080446524, 1284.7852106763467, 0)","(783.0014625458731, 281.85290660715606, 0)","(1358.8078472627994, 1417.3094121569357, 0)","(906.9209261403204, 1453.0679411932183, 0)"
"(1117.051572219561, 86.07726312932006, 0)","(456.46453553080255, 204.79410625513518, 0)","(1015.2829299063538, 597.9816658430052, 0)","(480.15287415287594, 1465.7916195369392, 0)","(255.2559709010689, 25.241400214583212, 0)","(1095.911004124941, 873.172058548725, 0)","(614.629956634897, 1015.1048408149456, 0)","(169.16291256830067, 409.9960968456963, 0)","(769.8139493144936, 321.63668112438194, 0)","(1338.8806224751675, 125.79789008785804, 0)","(1207.0307450820799, 309.5416137502406, 0)","(1098.1953146919896, 427.30184255006697, 0)","(491.89415411918844, 1167.4226480864418, 0)","(291.92167709781137, 484.5095470044053, 0)","(498.3070653400441, 190.64512794855193, 0)","(759.1503302402606, 1267.7271407078101, 0)","(1320.5768578182435, 1275.4061662767012, 0)","(778.3832603142441, 289.89287602295803, 0)","(1340.8633183512666, 1422.9244776446615, 0)","(896.4342542824967, 1448.8434823771256, 0)"
"(1124.6559188035358, 62.14631939098048, 0)","(442.96698263418676, 195.40035495230637, 0)","(1016.9871746803425, 578.7738170353454, 0)","(478.79226069665555, 1466.8637407021572, 0)","(266.4247205547995, 17.758544212166615, 0)","(1067.3744564004724, 878.7181837109429, 0)","(626.6296419421852, 1015.7166409642906, 0)","(159.35581103821127, 389.5730894062269, 0)","(770.7294245818496, 321.0953569458613, 0)","(1318.0497504039429, 122.11887871199535, 0)","(1221.9367229554543, 313.36720526825746, 0)","(1112.6869060965369, 448.85736512229323, 0)","(502.03550724240966, 1160.3289518823353, 0)","(295.25869333652287, 481.85581590959106, 0)","(495.00337046007127, 208.2953068975219, 0)","(762.0766174644178, 1275.557427058567, 0)","(1321.186081393566, 1275.0394131835192, 0)","(788.4295777542625, 315.28906944331015, 0)","(1340.2362337021723, 1427.3600398201386, 0)","(886.1725034267411, 1450.0323639168187, 0)"
"(1121.3444821800713, 65.5416069577591, 0)","(434.3973169903233, 179.50840820844928, 0)","(1016.57934628825, 578.8759624923416, 0)","(462.7045689218275, 1468.350185427822, 0)","(266.2560077778623, 15.654193244709555, 0)","(1088.7046529211325, 859.9794307412633, 0)","(626.0505594162714, 1025.0660435873017, 0)","(175.62692785120137, 401.16735994006496, 0)","(765.262375516425, 305.84948267352087, 0)","(1326.17615888561, 132.17186013542536, 0)","(1219.6193452210637, 317.22802824366124, 0)","(1120.402588773148, 466.8762719831449, 0)","(500.88267458188164, 1166.595726391163, 0)","(274.186204286395, 502.2183414595736, 0)","(490.35023923441184, 233.2291153257282, 0)","(752.2803611467936, 1286.3761906932937, 0)","(1296.8028828762563, 1263.353490683663, 0)","(772.1910695680953, 323.7327895831655, 0)","(1336.6285115581409, 1420.3334859065253, 0)","(868.938331343004, 1459.2569590201135, 0)"
"(1140.3567023476494, 73.75618485949478, 0)","(430.74929096925905, 185.40495154837208, 0)","(1015.6697637290089, 579.325735402621, 0)","(472.68614759689905, 1468.2734421154707, 0)","(267.0328185436272, 0.1118348383701182, 0)","(1104.2266110928824, 852.9647686033136, 0)","(622.313254179692, 1026.011619504881, 0)","(174.03925106615927, 402.249739495276, 0)","(761.5999516861424, 300.09169607467294, 0)","(1337.229340718876, 143.68084162130876, 0)","(1216.7410555102413, 335.7074054123222, 0)","(1120.0323989087315, 467.6822661617463, 0)","(500.0180923166912, 1166.3520133886286, 0)","(289.93492809853325, 481.32982883848643, 0)","(490.5320312603352, 233.06637792566946, 0)","(781.3021535770712, 1291.0113573413594, 0)","(1270.1140461857485, 1261.052527736046, 0)","(784.1655831305138, 304.0256305996146, 0)","(1339.1042507519394, 1416.5351284951053, 0)","(873.6769859542263, 1458.0347353717552, 0)"
"(1121.547937984764, 70.63707337079666, 0)","(431.45006004203196, 192.9213294704972, 0)","(1024.0854134994202, 599.3379062826566, 0)","(476.82892709550424, 1467.6642197624628, 0)","(270.7305213031179, 15.462410374794079, 0)","(1108.4074711300213, 843.4970282896192, 0)","(602.2170943024081, 1024.6886685681438, 0)","(175.9787545358174, 372.6629099409906, 0)","(761.638302865363, 283.2081434748542, 0)","(1328.2959580914428, 121.71059053919072, 0)","(1207.4914205831963, 309.0979348412372, 0)","(1121.6122918529632, 470.7872739447617, 0)","(527.1804335244562, 1171.795469479143, 0)","(289.3255636748005, 479.9440317373215, 0)","(477.81541941236196, 259.19529797670015, 0)","(787.3556610595411, 1289.9345970791026, 0)","(1263.1875611987539, 1280.4254932741849, 0)","(777.564745795634, 329.868169446099, 0)","(1366.3422939306727, 1424.3532362661247, 0)","(861.415581885125, 1442.6268658752385, 0)"
"(1118.5156938678074, 65.99445914686544, 0)","(435.78920485112405, 199.5555892673019, 0)","(1028.2482518409652, 594.1279371195919, 0)","(462.10002909473235, 1472.6232439587427, 0)","(275.07336000022815, 18.164078577503407, 0)","(1085.9040520806016, 832.0087109496004, 0)","(596.6009509923554, 1024.9277555299711, 0)","(176.6100029337115, 367.4951125434677, 0)","(775.2907481087524, 284.6360024430675, 0)","(1328.62003705675, 137.89733409046076, 0)","(1204.2172812655963, 299.52186255521195, 0)","(1118.6168140800175, 463.3165420750142, 0)","(535.3055999396936, 1148.6981380741051, 0)","(274.6095331540047, 455.9729653898551, 0)","(496.03905495509053, 274.2168731884114, 0)","(764.8953272869269, 1297.8213169370579, 0)","(1284.4923335572119, 1267.0185659214121, 0)","(779.222657511911, 334.6838517266594, 0)","(1374.3477320170482, 1403.4727420512547, 0)","(882.5881387968449, 1421.8791362008444, 0)"
"(1102.699688289267, 88.27474520721805, 0)","(451.60807441547195, 207.68240114184348, 0)","(1023.2269935415324, 588.1011845552583, 0)","(462.0969968414549, 1472.9669771110841, 0)","(264.5000080464776, 30.327288540714683, 0)","(1097.1504894224997, 820.2944654128211, 0)","(609.4478882292818, 1030.3535827499372, 0)","(181.05639520111674, 368.21873121630387, 0)","(768.6551468204143, 258.22195052572874, 0)","(1331.3645463597186, 121.68895745101781, 0)","(1202.7568187286845, 308.49643863779977, 0)","(1103.843948147915, 477.51772678465704, 0)","(548.6920785850069, 1143.941984837277, 0)","(269.4046882499982, 465.6583656363139, 0)","(495.7059167215518, 276.63979506761916, 0)","(766.9931345024606, 1326.8105303184436, 0)","(1281.8127402284958, 1248.376829320937, 0)","(778.2366387906698, 334.20995885445785, 0)","(1363.337972009242, 1405.5174167635173, 0)","(882.6716507166902, 1422.1399088157875, 0)"
"(1116.060714758978, 100.73524488396359, 0)","(426.0094746282861, 195.15175382743504, 0)","(1029.4772264197131, 596.8317158877809, 0)","(461.5690686568813, 1466.2769068248347, 0)","(238.45574792498792, 18.536878080534333, 0)","(1090.6012400563204, 813.449637855103, 0)","(629.870933666288, 1027.7311878159105, 0)","(179.12358706234443, 384.18743826391517, 0)","(785.0296548776117, 252.72653127261373, 0)","(1358.5225119504294, 131.7552496429406, 0)","(1217.8755754490014, 318.5937387805008, 0)","(1081.285404562278, 489.2791347783673, 0)","(540.9871991466068, 1127.8023122893803, 0)","(268.48450328252227, 479.79293217429347, 0)","(499.344722689815, 269.2635969712373, 0)","(738.7395704086977, 1330.9400379751019, 0)","(1286.9885538546469, 1252.435732778892, 0)","(778.4564564459092, 331.4499314861783, 0)","(1370.668766122002, 1427.114565025801, 0)","(862.6953414997888, 1405.8832469103415, 0)"
"(1115.0555426757076, 100.43295833085428, 0)","(411.75775037269085, 170.93294135036018, 0)","(1029.5325462302737, 597.6221127991893, 0)","(472.6946841833894, 1477.1068178943888, 0)","(248.9334357518983, 10.820814959105888, 0)","(1087.2381104196186, 804.6268543882127, 0)","(622.7056245222243, 1037.4414943451582, 0)","(159.03307654202638, 379.2846559996547, 0)","(773.747801238567, 256.1064457958665, 0)","(1365.4255435259754, 104.20780331784206, 0)","(1197.0629432378632, 323.7365663245342, 0)","(1077.5056990312617, 484.22524950999247, 0)","(550.0563163864161, 1117.7026136496777, 0)","(264.91994215961864, 464.89667207000446, 0)","(504.1717952489847, 269.49260400036474, 0)","(730.7927235486204, 1325.5282884959151, 0)","(1276.9128168271304, 1243.385040368718, 0)","(796.4469270092494, 345.9866920295693, 0)","(1377.6447589463498, 1415.9098697193613, 0)","(852.3155217243722, 1410.9585131710128, 0)"
"(1090.3774131858597, 104.46432449289162, 0)","(413.6784678522281, 177.18683321777522, 0)","(1030.6915713210378, 579.0483815508126, 0)","(466.3414720751888, 1475.5034239386416, 0)","(261.30227089807806, 13.665759062668942, 0)","(1076.0344567214058, 808.9980909110858, 0)","(630.2799830338832, 1032.4403826116807, 0)","(142.31435115901047, 381.64642028824113, 0)","(769.7399079303361, 255.32799590453928, 0)","(1352.2274291992335, 126.14821457762326, 0)","(1198.7261196762086, 330.0863495323029, 0)","(1076.8583187671832, 483.0054599635568, 0)","(560.9993403278082, 1119.4141105407973, 0)","(265.1196548187945, 463.9188388064988, 0)","(517.8777434943454, 279.77588669368214, 0)","(739.6559983510946, 1324.2373500593917, 0)","(1289.9168524273728, 1244.6741268897176, 0)","(790.8140594048758, 340.09214650516964, 0)","(1350.5634982261843, 1408.6489220267422, 0)","(853.3516962075092, 1410.8923237417946, 0)"
"(1096.918016772386, 95.130131204897, 0)","(398.88827466527704, 191.51704716600642, 0)","(1048.4521545918483, 567.7186359716956, 0)","(459.95688954648057, 1482.0014013095972, 0)","(276.10316225490465, 32.29674357917044, 0)","(1098.8388462272758, 817.6606654299605, 0)","(622.9841298710779, 1036.9899999348863, 0)","(132.24403229970792, 367.43742290646634, 0)","(767.1874778239035, 261.55407758798873, 0)","(1356.7583551018784, 118.39478856314886, 0)","(1219.2086089016273, 322.4774389402529, 0)","(1089.6911641655765, 484.1699709709862, 0)","(555.6293673719134, 1132.6035981088853, 0)","(276.3143415121188, 464.4068087949677, 0)","(519.826170985866, 263.20930238151135, 0)","(722.5344713388868, 1312.070189563851, 0)","(1282.3466527909927, 1251.1185221914436, 0)","(803.3482378019513, 318.6418191765218, 0)","(1373.7529648473317, 1414.5019206552402, 0)","(844.5569338975442, 1420.0551056184663, 0)"
"(1083.0112285842, 100.03408787128515, 0)","(416.8471774398357, 191.86500041568775, 0)","(1023.8092491446882, 574.3028035021046, 0)","(467.8916386977867, 1478.101717417141, 0)","(298.9226901998975, 44.3840592105908, 0)","(1096.638921509418, 839.2997612338993, 0)","(626.892234626893, 1040.769291680994, 0)","(119.42617367781631, 345.25392704730706, 0)","(750.6109441288555, 243.774105646428, 0)","(1348.5719296941081, 122.59860124914154, 0)","(1223.0747485483498, 323.9831011657136, 0)","(1080.6710322392548, 484.35098354272145, 0)","(544.3390587389549, 1141.4949290762042, 0)","(288.75407314257006, 450.3554290136968, 0)","(516.6465776696386, 249.24470057609238, 0)","(727.7290989884152, 1318.4906729932995, 0)","(1260.0994975376161, 1259.3463768740041, 0)","(816.0282168264013, 334.2763856599966, 0)","(1373.1748048755942, 1413.078607333771, 0)","(840.460732257042, 1403.3187783745104, 0)"
"(1068.4999571058872, 119.96646586263066, 0)","(413.93542151607664, 191.31782238639292, 0)","(1018.0326326032532, 557.6639213645968, 0)","(468.00967813941236, 1476.341073550308, 0)","(298.9893715456995, 55.92304521168239, 0)","(1105.2833551337421, 852.4817703175115, 0)","(622.8059570044015, 1065.415294054463, 0)","(104.02317383241808, 356.83287500627347, 0)","(746.1438126688057, 237.18366204194317, 0)","(1342.2465978396035, 118.00753161807957, 0)","(1225.345480844757, 328.98285343819276, 0)","(1085.1207966260429, 499.77210257974934, 0)","(524.0598187855439, 1141.7224796483831, 0)","(285.12449784414275, 473.9628296053523, 0)","(513.4596433095335, 241.0991035108897, 0)","(728.3730804539097, 1316.723354577874, 0)","(1254.154410598909, 1254.9257546872018, 0)","(821.6156365804505, 327.1985489239329, 0)","(1365.7323743200504, 1395.2133563503642, 0)","(837.2782730334451, 1424.4267649690707, 0)"
"(1048.346544183575, 108.7316070644539, 0)","(422.4131409862675, 177.18764283648068, 0)","(1006.3115560405441, 582.4360373775883, 0)","(456.41801809659705, 1486.5780949678954, 0)","(299.9473420452182, 70.60315817339844, 0)","(1106.3232028309685, 852.8081365496141, 0)","(628.2027118890461, 1073.597468558784, 0)","(109.43220205672138, 354.5721843103058, 0)","(719.0694864943928, 232.52632861226286, 0)","(1353.3624691394698, 127.80853766651992, 0)","(1223.858882703478, 300.75418617251603, 0)","(1100.1876067155815, 499.69755256944353, 0)","(537.0027275805617, 1148.030999426969, 0)","(283.5069479302035, 471.21426279907365, 0)","(515.3511394543888, 247.0386433241197, 0)","(711.6086605008661, 1305.8166459605827, 0)","(1265.2113300438182, 1267.3433486093836, 0)","(826.7725713359916, 301.5854661496977, 0)","(1365.8675845656696, 1392.118555394017, 0)","(824.4981171424039, 1430.0042847971927, 0)"
